date,disco,share,allocated_mw,allocated_energy_mwh,provenance,sources
2024-01-01,AEDC,0.10917,445.0,10679.4,synthetic_fabricated,NESO (context); TCN
2024-01-01,BEDC,0.08046,328.0,7870.9,synthetic_fabricated,NESO (context); TCN
2024-01-01,EEDC,0.0698,284.5,6828.4,synthetic_fabricated,NESO (context); TCN
2024-01-01,EKEDC,0.09986,407.0,9768.0,synthetic_fabricated,NESO (context); TCN
2024-01-01,IBEDC,0.13734,559.8,13435.0,synthetic_fabricated,NESO (context); TCN
2024-01-01,IKEDC,0.12148,495.1,11883.0,synthetic_fabricated,NESO (context); TCN
2024-01-01,JED,0.06962,283.8,6810.6,synthetic_fabricated,NESO (context); TCN
2024-01-01,KAEDCO,0.08097,330.0,7921.0,synthetic_fabricated,NESO (context); TCN
2024-01-01,KEDCO,0.09181,374.2,8980.9,synthetic_fabricated,NESO (context); TCN
2024-01-01,PHED,0.07916,322.6,7743.4,synthetic_fabricated,NESO (context); TCN
2024-01-01,YEDC,0.06032,245.9,5900.9,synthetic_fabricated,NESO (context); TCN
2024-01-02,AEDC,0.11155,443.0,10631.9,synthetic_fabricated,NESO (context); TCN
2024-01-02,BEDC,0.07927,314.8,7555.6,synthetic_fabricated,NESO (context); TCN
2024-01-02,EEDC,0.06938,275.5,6612.3,synthetic_fabricated,NESO (context); TCN
2024-01-02,EKEDC,0.09964,395.7,9496.9,synthetic_fabricated,NESO (context); TCN
2024-01-02,IBEDC,0.13955,554.2,13300.9,synthetic_fabricated,NESO (context); TCN
2024-01-02,IKEDC,0.12064,479.1,11498.2,synthetic_fabricated,NESO (context); TCN
2024-01-02,JED,0.06889,273.6,6566.4,synthetic_fabricated,NESO (context); TCN
2024-01-02,KAEDCO,0.08141,323.3,7759.1,synthetic_fabricated,NESO (context); TCN
2024-01-02,KEDCO,0.09037,358.9,8613.4,synthetic_fabricated,NESO (context); TCN
2024-01-02,PHED,0.07955,315.9,7582.3,synthetic_fabricated,NESO (context); TCN
2024-01-02,YEDC,0.05974,237.3,5694.3,synthetic_fabricated,NESO (context); TCN
2024-01-03,AEDC,0.11017,462.4,11097.3,synthetic_fabricated,NESO (context); TCN
2024-01-03,BEDC,0.07915,332.2,7972.7,synthetic_fabricated,NESO (context); TCN
2024-01-03,EEDC,0.06983,293.1,7034.4,synthetic_fabricated,NESO (context); TCN
2024-01-03,EKEDC,0.09918,416.3,9990.4,synthetic_fabricated,NESO (context); TCN
2024-01-03,IBEDC,0.14127,592.9,14230.5,synthetic_fabricated,NESO (context); TCN
2024-01-03,IKEDC,0.11817,496.0,11903.1,synthetic_fabricated,NESO (context); TCN
2024-01-03,JED,0.06996,293.6,7047.0,synthetic_fabricated,NESO (context); TCN
2024-01-03,KAEDCO,0.08104,340.1,8163.3,synthetic_fabricated,NESO (context); TCN
2024-01-03,KEDCO,0.09032,379.1,9098.0,synthetic_fabricated,NESO (context); TCN
2024-01-03,PHED,0.08012,336.3,8070.8,synthetic_fabricated,NESO (context); TCN
2024-01-03,YEDC,0.06078,255.1,6122.8,synthetic_fabricated,NESO (context); TCN
2024-01-04,AEDC,0.10992,435.4,10449.6,synthetic_fabricated,NESO (context); TCN
2024-01-04,BEDC,0.08016,317.5,7620.4,synthetic_fabricated,NESO (context); TCN
2024-01-04,EEDC,0.07111,281.7,6760.1,synthetic_fabricated,NESO (context); TCN
2024-01-04,EKEDC,0.10094,399.8,9595.7,synthetic_fabricated,NESO (context); TCN
2024-01-04,IBEDC,0.13877,549.7,13192.3,synthetic_fabricated,NESO (context); TCN
2024-01-04,IKEDC,0.11987,474.8,11395.9,synthetic_fabricated,NESO (context); TCN
2024-01-04,JED,0.07022,278.1,6675.3,synthetic_fabricated,NESO (context); TCN
2024-01-04,KAEDCO,0.07972,315.8,7578.2,synthetic_fabricated,NESO (context); TCN
2024-01-04,KEDCO,0.08986,355.9,8542.3,synthetic_fabricated,NESO (context); TCN
2024-01-04,PHED,0.07989,316.4,7594.4,synthetic_fabricated,NESO (context); TCN
2024-01-04,YEDC,0.05956,235.9,5662.2,synthetic_fabricated,NESO (context); TCN
2024-01-05,AEDC,0.11215,456.4,10952.6,synthetic_fabricated,NESO (context); TCN
2024-01-05,BEDC,0.08047,327.4,7858.5,synthetic_fabricated,NESO (context); TCN
2024-01-05,EEDC,0.06932,282.1,6770.5,synthetic_fabricated,NESO (context); TCN
2024-01-05,EKEDC,0.09947,404.8,9714.7,synthetic_fabricated,NESO (context); TCN
2024-01-05,IBEDC,0.14063,572.2,13734.0,synthetic_fabricated,NESO (context); TCN
2024-01-05,IKEDC,0.11958,486.6,11678.5,synthetic_fabricated,NESO (context); TCN
2024-01-05,JED,0.06998,284.7,6834.0,synthetic_fabricated,NESO (context); TCN
2024-01-05,KAEDCO,0.07963,324.0,7777.2,synthetic_fabricated,NESO (context); TCN
2024-01-05,KEDCO,0.08912,362.6,8703.3,synthetic_fabricated,NESO (context); TCN
2024-01-05,PHED,0.07961,323.9,7774.5,synthetic_fabricated,NESO (context); TCN
2024-01-05,YEDC,0.06006,244.4,5865.4,synthetic_fabricated,NESO (context); TCN
2024-01-06,AEDC,0.10979,382.4,9177.9,synthetic_fabricated,NESO (context); TCN
2024-01-06,BEDC,0.0793,276.2,6629.2,synthetic_fabricated,NESO (context); TCN
2024-01-06,EEDC,0.06946,241.9,5806.5,synthetic_fabricated,NESO (context); TCN
2024-01-06,EKEDC,0.09935,346.1,8305.3,synthetic_fabricated,NESO (context); TCN
2024-01-06,IBEDC,0.14099,491.1,11785.7,synthetic_fabricated,NESO (context); TCN
2024-01-06,IKEDC,0.11985,417.4,10018.8,synthetic_fabricated,NESO (context); TCN
2024-01-06,JED,0.06909,240.6,5775.3,synthetic_fabricated,NESO (context); TCN
2024-01-06,KAEDCO,0.08015,279.2,6700.4,synthetic_fabricated,NESO (context); TCN
2024-01-06,KEDCO,0.09195,320.3,7686.2,synthetic_fabricated,NESO (context); TCN
2024-01-06,PHED,0.08113,282.6,6782.3,synthetic_fabricated,NESO (context); TCN
2024-01-06,YEDC,0.05894,205.3,4926.9,synthetic_fabricated,NESO (context); TCN
2024-01-07,AEDC,0.10983,413.9,9933.5,synthetic_fabricated,NESO (context); TCN
2024-01-07,BEDC,0.0803,302.6,7263.0,synthetic_fabricated,NESO (context); TCN
2024-01-07,EEDC,0.07058,266.0,6383.5,synthetic_fabricated,NESO (context); TCN
2024-01-07,EKEDC,0.09768,368.1,8834.2,synthetic_fabricated,NESO (context); TCN
2024-01-07,IBEDC,0.14185,534.6,12829.7,synthetic_fabricated,NESO (context); TCN
2024-01-07,IKEDC,0.12156,458.1,10994.0,synthetic_fabricated,NESO (context); TCN
2024-01-07,JED,0.07091,267.2,6413.8,synthetic_fabricated,NESO (context); TCN
2024-01-07,KAEDCO,0.0785,295.8,7099.8,synthetic_fabricated,NESO (context); TCN
2024-01-07,KEDCO,0.09066,341.7,8199.8,synthetic_fabricated,NESO (context); TCN
2024-01-07,PHED,0.07802,294.0,7056.5,synthetic_fabricated,NESO (context); TCN
2024-01-07,YEDC,0.0601,226.5,5436.1,synthetic_fabricated,NESO (context); TCN
2024-01-08,AEDC,0.1093,440.3,10566.2,synthetic_fabricated,NESO (context); TCN
2024-01-08,BEDC,0.08111,326.7,7840.7,synthetic_fabricated,NESO (context); TCN
2024-01-08,EEDC,0.06937,279.4,6705.9,synthetic_fabricated,NESO (context); TCN
2024-01-08,EKEDC,0.099,398.8,9570.7,synthetic_fabricated,NESO (context); TCN
2024-01-08,IBEDC,0.1409,567.5,13620.7,synthetic_fabricated,NESO (context); TCN
2024-01-08,IKEDC,0.11948,481.3,11550.6,synthetic_fabricated,NESO (context); TCN
2024-01-08,JED,0.06926,279.0,6695.2,synthetic_fabricated,NESO (context); TCN
2024-01-08,KAEDCO,0.08003,322.4,7736.5,synthetic_fabricated,NESO (context); TCN
2024-01-08,KEDCO,0.09083,365.9,8780.6,synthetic_fabricated,NESO (context); TCN
2024-01-08,PHED,0.08055,324.5,7787.4,synthetic_fabricated,NESO (context); TCN
2024-01-08,YEDC,0.06018,242.4,5817.4,synthetic_fabricated,NESO (context); TCN
2024-01-09,AEDC,0.1089,440.0,10558.9,synthetic_fabricated,NESO (context); TCN
2024-01-09,BEDC,0.0789,318.8,7650.1,synthetic_fabricated,NESO (context); TCN
2024-01-09,EEDC,0.06882,278.0,6672.3,synthetic_fabricated,NESO (context); TCN
2024-01-09,EKEDC,0.09942,401.6,9639.5,synthetic_fabricated,NESO (context); TCN
2024-01-09,IBEDC,0.14106,569.9,13676.8,synthetic_fabricated,NESO (context); TCN
2024-01-09,IKEDC,0.1205,486.8,11683.2,synthetic_fabricated,NESO (context); TCN
2024-01-09,JED,0.06976,281.8,6763.8,synthetic_fabricated,NESO (context); TCN
2024-01-09,KAEDCO,0.08119,328.0,7871.7,synthetic_fabricated,NESO (context); TCN
2024-01-09,KEDCO,0.09021,364.4,8746.4,synthetic_fabricated,NESO (context); TCN
2024-01-09,PHED,0.08129,328.4,7881.9,synthetic_fabricated,NESO (context); TCN
2024-01-09,YEDC,0.05993,242.1,5810.7,synthetic_fabricated,NESO (context); TCN
2024-01-10,AEDC,0.10889,431.4,10354.5,synthetic_fabricated,NESO (context); TCN
2024-01-10,BEDC,0.08058,319.3,7662.2,synthetic_fabricated,NESO (context); TCN
2024-01-10,EEDC,0.07187,284.8,6834.2,synthetic_fabricated,NESO (context); TCN
2024-01-10,EKEDC,0.09924,393.2,9436.8,synthetic_fabricated,NESO (context); TCN
2024-01-10,IBEDC,0.14185,562.0,13488.8,synthetic_fabricated,NESO (context); TCN
2024-01-10,IKEDC,0.11858,469.8,11276.2,synthetic_fabricated,NESO (context); TCN
2024-01-10,JED,0.06971,276.2,6628.6,synthetic_fabricated,NESO (context); TCN
2024-01-10,KAEDCO,0.07996,316.8,7603.0,synthetic_fabricated,NESO (context); TCN
2024-01-10,KEDCO,0.08855,350.9,8420.4,synthetic_fabricated,NESO (context); TCN
2024-01-10,PHED,0.0806,319.3,7663.8,synthetic_fabricated,NESO (context); TCN
2024-01-10,YEDC,0.06017,238.4,5721.8,synthetic_fabricated,NESO (context); TCN
2024-01-11,AEDC,0.11069,478.5,11483.9,synthetic_fabricated,NESO (context); TCN
2024-01-11,BEDC,0.07889,341.0,8184.7,synthetic_fabricated,NESO (context); TCN
2024-01-11,EEDC,0.06899,298.2,7157.3,synthetic_fabricated,NESO (context); TCN
2024-01-11,EKEDC,0.10089,436.1,10467.6,synthetic_fabricated,NESO (context); TCN
2024-01-11,IBEDC,0.14135,611.0,14664.8,synthetic_fabricated,NESO (context); TCN
2024-01-11,IKEDC,0.11755,508.2,12196.0,synthetic_fabricated,NESO (context); TCN
2024-01-11,JED,0.07025,303.7,7288.1,synthetic_fabricated,NESO (context); TCN
2024-01-11,KAEDCO,0.07962,344.2,8260.3,synthetic_fabricated,NESO (context); TCN
2024-01-11,KEDCO,0.09024,390.1,9362.4,synthetic_fabricated,NESO (context); TCN
2024-01-11,PHED,0.08076,349.1,8378.5,synthetic_fabricated,NESO (context); TCN
2024-01-11,YEDC,0.06078,262.7,6305.8,synthetic_fabricated,NESO (context); TCN
2024-01-12,AEDC,0.10901,431.0,10343.1,synthetic_fabricated,NESO (context); TCN
2024-01-12,BEDC,0.07912,312.8,7507.3,synthetic_fabricated,NESO (context); TCN
2024-01-12,EEDC,0.07016,277.4,6657.1,synthetic_fabricated,NESO (context); TCN
2024-01-12,EKEDC,0.09985,394.7,9474.0,synthetic_fabricated,NESO (context); TCN
2024-01-12,IBEDC,0.14243,563.1,13513.7,synthetic_fabricated,NESO (context); TCN
2024-01-12,IKEDC,0.12193,482.0,11568.7,synthetic_fabricated,NESO (context); TCN
2024-01-12,JED,0.06926,273.8,6570.9,synthetic_fabricated,NESO (context); TCN
2024-01-12,KAEDCO,0.08061,318.7,7648.3,synthetic_fabricated,NESO (context); TCN
2024-01-12,KEDCO,0.08802,348.0,8351.1,synthetic_fabricated,NESO (context); TCN
2024-01-12,PHED,0.08092,319.9,7678.0,synthetic_fabricated,NESO (context); TCN
2024-01-12,YEDC,0.05867,232.0,5567.0,synthetic_fabricated,NESO (context); TCN
2024-01-13,AEDC,0.11102,385.8,9258.0,synthetic_fabricated,NESO (context); TCN
