current_density_A_per_cm2,voltage_V
0.010000,1.049736
0.021989,1.010077
0.033978,0.978296
0.045967,0.951105
0.057956,0.926870
0.069944,0.904648
0.081933,0.883838
0.093922,0.864022
0.105911,0.844889
0.117900,0.826191
0.129889,0.807713
0.141878,0.789254
0.153867,0.770610
0.165855,0.751558
0.177844,0.731831
0.189833,0.711080
0.201822,0.688821
0.213811,0.664312
0.225800,0.636297
0.237789,0.602336
0.249778,0.556488
0.261767,0.475302
0.273755,0.380081
0.285744,0.372292
0.297733,0.364649
0.309722,0.357141
0.321711,0.349759
0.333700,0.342493
0.345689,0.335337
0.357678,0.328282
0.369667,0.321323
0.381655,0.314454
0.393644,0.307670
0.405633,0.300965
0.417622,0.294335
0.429611,0.287777
0.441600,0.281286
0.453589,0.274859
0.465578,0.268493
0.477566,0.262184
0.489555,0.255931
0.501544,0.249730
0.513533,0.243580
0.525522,0.237477
0.537511,0.231420
0.549500,0.225407
0.561489,0.219436
0.573478,0.213505
0.585466,0.207613
0.597455,0.201758
