current_density_A_per_cm2,voltage_V
0.010000,1.053157
0.013878,1.038627
0.017755,1.025330
0.021633,1.013016
0.025510,1.001505
0.029388,0.990658
0.033265,0.980369
0.037143,0.970554
0.041020,0.961145
0.044898,0.952085
0.048776,0.943328
0.052653,0.934835
0.056531,0.926572
0.060408,0.918510
0.064286,0.910624
0.068163,0.902892
0.072041,0.895294
0.075918,0.887811
0.079796,0.880427
0.083673,0.873128
0.087551,0.865899
0.091429,0.858727
0.095306,0.851599
0.099184,0.844503
0.103061,0.837428
0.106939,0.830362
0.110816,0.823293
0.114694,0.816209
0.118571,0.809098
0.122449,0.801948
0.126327,0.794746
0.130204,0.787477
0.134082,0.780126
0.137959,0.772678
0.141837,0.765114
0.145714,0.757414
0.149592,0.749555
0.153469,0.741511
0.157347,0.733253
0.161224,0.724746
0.165102,0.715948
0.168980,0.706810
0.172857,0.697271
0.176735,0.687255
0.180612,0.676668
0.184490,0.665384
0.188367,0.653241
0.192245,0.640012
0.196122,0.625373
0.200000,0.608838
