current_density_A_per_cm2,voltage_V
0.010000,1.043069
0.017501,1.011081
0.025003,0.982417
0.032504,0.955688
0.040005,0.929956
0.047507,0.904463
0.055008,0.878469
0.062510,0.851094
0.070011,0.821069
0.077512,0.786163
0.085014,0.741387
0.092515,0.669736
0.100016,0.510595
0.107518,0.501599
0.115019,0.492942
0.122521,0.484589
0.130022,0.476508
0.137523,0.468672
0.145025,0.461059
0.152526,0.453649
0.160027,0.446424
0.167529,0.439370
0.175030,0.432473
0.182532,0.425721
0.190033,0.419104
0.197534,0.412612
0.205036,0.406237
0.212537,0.399970
0.220038,0.393806
0.227540,0.387738
0.235041,0.381760
0.242543,0.375866
0.250044,0.370053
0.257545,0.364316
0.265047,0.358650
0.272548,0.353052
0.280049,0.347519
0.287551,0.342046
0.295052,0.336633
0.302554,0.331275
0.310055,0.325970
0.317556,0.320715
0.325058,0.315510
0.332559,0.310350
0.340060,0.305235
0.347562,0.300162
0.355063,0.295131
0.362565,0.290138
0.370066,0.285184
0.377567,0.280265
