current_density_A_per_cm2,voltage_V
0.010000,1.036637
0.038201,0.938732
0.066403,0.854850
0.094604,0.750186
0.122806,0.486185
0.151007,0.458736
0.179208,0.433897
0.207410,0.410975
0.235611,0.389520
0.263813,0.369224
0.292014,0.349867
0.320215,0.331287
0.348417,0.313360
0.376618,0.295989
0.404819,0.279098
0.433021,0.262625
0.461222,0.246519
0.489424,0.230739
0.517625,0.215250
0.545826,0.200022
0.574028,0.185029
0.602229,0.170249
0.630431,0.155665
0.658632,0.141258
0.686833,0.127015
0.715035,0.112923
0.743236,0.098970
0.771438,0.085147
0.799639,0.071444
0.827840,0.057853
0.856042,0.050000
0.884243,0.050000
0.912445,0.050000
0.940646,0.050000
0.968847,0.050000
0.997049,0.050000
1.025250,0.050000
1.053452,0.050000
1.081653,0.050000
1.109854,0.050000
1.138056,0.050000
1.166257,0.050000
1.194458,0.050000
1.222660,0.050000
1.250861,0.050000
1.279063,0.050000
1.307264,0.050000
1.335465,0.050000
1.363667,0.050000
1.391868,0.050000
