current_density_A_per_cm2,voltage_V
0.010000,1.049366
0.036157,0.973786
0.062313,0.920171
0.088470,0.875347
0.114626,0.834607
0.140783,0.795412
0.166939,0.755801
0.193096,0.713542
0.219253,0.664876
0.245409,0.600167
0.271566,0.460069
0.297722,0.367383
0.323879,0.351293
0.350035,0.335746
0.376192,0.320668
0.402348,0.306000
0.428505,0.291691
0.454662,0.277701
0.480818,0.263996
0.506975,0.250547
0.533131,0.237328
0.559288,0.224320
0.585444,0.211502
0.611601,0.198859
0.637758,0.186377
0.663914,0.174044
0.690071,0.161847
0.716227,0.149777
0.742384,0.137826
0.768540,0.125985
0.794697,0.114247
0.820854,0.102606
0.847010,0.091055
0.873167,0.079590
0.899323,0.068205
0.925480,0.056896
0.951636,0.050000
0.977793,0.050000
1.003949,0.050000
1.030106,0.050000
1.056263,0.050000
1.082419,0.050000
1.108576,0.050000
1.134732,0.050000
1.160889,0.050000
1.187045,0.050000
1.213202,0.050000
1.239359,0.050000
1.265515,0.050000
1.291672,0.050000
