current_density_A_per_cm2,voltage_V
0.010000,1.038419
0.020997,0.999286
0.031995,0.966659
0.042992,0.937738
0.053990,0.911017
0.064987,0.885536
0.075985,0.860573
0.086982,0.835487
0.097980,0.809591
0.108977,0.782008
0.119974,0.751392
0.130972,0.715268
0.141969,0.667781
0.152967,0.586439
0.163964,0.452220
0.174962,0.443001
0.185959,0.434081
0.196957,0.425428
0.207954,0.417017
0.218951,0.408825
0.229949,0.400831
0.240946,0.393019
0.251944,0.385374
0.262941,0.377882
0.273939,0.370532
0.284936,0.363314
0.295934,0.356218
0.306931,0.349235
0.317928,0.342358
0.328926,0.335581
0.339923,0.328897
0.350921,0.322301
0.361918,0.315787
0.372916,0.309351
0.383913,0.302989
0.394911,0.296696
0.405908,0.290469
0.416905,0.284305
0.427903,0.278200
0.438900,0.272151
0.449898,0.266157
0.460895,0.260214
0.471893,0.254320
0.482890,0.248472
0.493888,0.242670
0.504885,0.236911
0.515882,0.231193
0.526880,0.225514
0.537877,0.219873
0.548875,0.214269
