current_density_A_per_cm2,voltage_V
0.010000,1.036493
0.036393,0.938311
0.062785,0.848462
0.089178,0.711707
0.115571,0.492252
0.141963,0.465190
0.168356,0.440697
0.194749,0.418096
0.221141,0.396948
0.247534,0.376949
0.273926,0.357884
0.300319,0.339591
0.326712,0.321948
0.353104,0.304860
0.379497,0.288251
0.405890,0.272059
0.432282,0.256234
0.458675,0.240735
0.485068,0.225526
0.511460,0.210578
0.537853,0.195866
0.564246,0.181367
0.590638,0.167064
0.617031,0.152939
0.643424,0.138978
0.669816,0.125168
0.696209,0.111498
0.722602,0.097958
0.748994,0.084538
0.775387,0.071230
0.801779,0.058028
0.828172,0.050000
0.854565,0.050000
0.880957,0.050000
0.907350,0.050000
0.933743,0.050000
0.960135,0.050000
0.986528,0.050000
1.012921,0.050000
1.039313,0.050000
1.065706,0.050000
1.092099,0.050000
1.118491,0.050000
1.144884,0.050000
1.171277,0.050000
1.197669,0.050000
1.224062,0.050000
1.250455,0.050000
1.276847,0.050000
1.303240,0.050000
