current_density_A_per_cm2,voltage_V
0.010000,1.052673
0.033608,0.973042
0.057215,0.911893
0.080823,0.856357
0.104430,0.799619
0.128038,0.732767
0.151645,0.623053
0.175253,0.440017
0.198860,0.419460
0.222468,0.400052
0.246076,0.381578
0.269683,0.363879
0.293291,0.346834
0.316898,0.330348
0.340506,0.314345
0.364113,0.298763
0.387721,0.283552
0.411328,0.268671
0.434936,0.254085
0.458544,0.239763
0.482151,0.225680
0.505759,0.211814
0.529366,0.198146
0.552974,0.184659
0.576581,0.171339
0.600189,0.158173
0.623796,0.145149
0.647404,0.132257
0.671012,0.119488
0.694619,0.106833
0.718227,0.094286
0.741834,0.081839
0.765442,0.069486
0.789049,0.057222
0.812657,0.050000
0.836264,0.050000
0.859872,0.050000
0.883480,0.050000
0.907087,0.050000
0.930695,0.050000
0.954302,0.050000
0.977910,0.050000
1.001517,0.050000
1.025125,0.050000
1.048732,0.050000
1.072340,0.050000
1.095948,0.050000
1.119555,0.050000
1.143163,0.050000
1.166770,0.050000
