current_density_A_per_cm2,voltage_V
0.010000,1.069677
0.033497,1.000369
0.056994,0.951657
0.080492,0.912144
0.103989,0.877737
0.127486,0.846464
0.150983,0.817196
0.174480,0.789197
0.197977,0.761924
0.221475,0.734930
0.244972,0.707791
0.268469,0.680050
0.291966,0.651138
0.315463,0.620251
0.338961,0.586087
0.362458,0.546166
0.385955,0.494513
0.409452,0.407609
0.432949,0.289526
0.456447,0.276313
0.479944,0.263337
0.503441,0.250576
0.526938,0.238012
0.550435,0.225628
0.573932,0.213410
0.597430,0.201344
0.620927,0.189419
0.644424,0.177625
0.667921,0.165953
0.691418,0.154395
0.714916,0.142944
0.738413,0.131592
0.761910,0.120333
0.785407,0.109163
0.808904,0.098075
0.832402,0.087066
0.855899,0.076131
0.879396,0.065266
0.902893,0.054468
0.926390,0.050000
0.949887,0.050000
0.973385,0.050000
0.996882,0.050000
1.020379,0.050000
1.043876,0.050000
1.067373,0.050000
1.090871,0.050000
1.114368,0.050000
1.137865,0.050000
1.161362,0.050000
