current_density_A_per_m2,voltage_V
0.000000,1.208660
243.365428,0.000000
486.730855,0.000000
730.096283,0.000000
973.461710,0.000000
1216.827138,0.000000
1460.192566,0.000000
1703.557993,0.000000
1946.923421,0.000000
2190.288848,0.000000
2433.654276,0.000000
2677.019704,0.000000
2920.385131,0.000000
3163.750559,0.000000
3407.115986,0.000000
3650.481414,0.000000
3893.846841,0.000000
4137.212269,0.000000
4380.577697,0.000000
4623.943124,0.000000
4867.308552,0.000000
5110.673979,0.000000
5354.039407,0.000000
5597.404835,0.000000
5840.770262,0.000000
6084.135690,0.000000
6327.501117,0.000000
6570.866545,0.000000
6814.231973,0.000000
7057.597400,0.000000
7300.962828,0.000000
7544.328255,0.000000
7787.693683,0.000000
8031.059111,0.000000
8274.424538,0.000000
8517.789966,0.000000
8761.155393,0.000000
9004.520821,0.000000
9247.886249,0.000000
9491.251676,0.000000
9734.617104,0.000000
9977.982531,0.000000
10221.347959,0.000000
10464.713386,0.000000
10708.078814,0.000000
10951.444242,0.000000
11194.809669,0.000000
11438.175097,0.000000
11681.540524,0.000000
11924.905952,0.000000
12168.271380,0.000000
12411.636807,0.000000
12655.002235,0.000000
12898.367662,0.000000
13141.733090,0.000000
13385.098518,0.000000
13628.463945,0.000000
13871.829373,0.000000
14115.194800,0.000000
14358.560228,0.000000
