current_density_A_per_cm2,voltage_V
0.010000,1.059785
0.017452,1.034034
0.024903,1.012125
0.032355,0.992855
0.039807,0.975506
0.047258,0.959611
0.054710,0.944850
0.062162,0.930996
0.069614,0.917877
0.077065,0.905364
0.084517,0.893354
0.091969,0.881765
0.099420,0.870529
0.106872,0.859589
0.114324,0.848899
0.121775,0.838417
0.129227,0.828105
0.136679,0.817931
0.144130,0.807865
0.151582,0.797879
0.159034,0.787946
0.166486,0.778041
0.173937,0.768138
0.181389,0.758212
0.188841,0.748236
0.196292,0.738183
0.203744,0.728021
0.211196,0.717719
0.218647,0.707240
0.226099,0.696541
0.233551,0.685574
0.241002,0.674281
0.248454,0.662592
0.255906,0.650419
0.263358,0.637653
0.270809,0.624149
0.278261,0.609715
0.285713,0.594080
0.293164,0.576854
0.300616,0.557428
0.308068,0.534789
0.315519,0.507036
0.322971,0.469909
0.330423,0.409817
0.337874,0.341929
0.345326,0.337368
0.352778,0.332848
0.360230,0.328365
0.367681,0.323920
0.375133,0.319510
