current_density_A_per_cm2,voltage_V
0.010000,1.066458
0.039977,0.983364
0.069954,0.927223
0.099931,0.881694
0.129908,0.841550
0.159885,0.804341
0.189863,0.768599
0.219840,0.733230
0.249817,0.697193
0.279794,0.659217
0.309771,0.617312
0.339748,0.567450
0.369725,0.497833
0.399702,0.311613
0.429679,0.294551
0.459656,0.277914
0.489633,0.261651
0.519611,0.245721
0.549588,0.230086
0.579565,0.214716
0.609542,0.199586
0.639519,0.184673
0.669496,0.169958
0.699473,0.155424
0.729450,0.141056
0.759427,0.126841
0.789404,0.112768
0.819381,0.098827
0.849359,0.085007
0.879336,0.071302
0.909313,0.057702
0.939290,0.050000
0.969267,0.050000
0.999244,0.050000
1.029221,0.050000
1.059198,0.050000
1.089175,0.050000
1.119152,0.050000
1.149130,0.050000
1.179107,0.050000
1.209084,0.050000
1.239061,0.050000
1.269038,0.050000
1.299015,0.050000
1.328992,0.050000
1.358969,0.050000
1.388946,0.050000
1.418923,0.050000
1.448900,0.050000
1.478878,0.050000
