current_density_A_per_cm2,voltage_V
0.010000,1.042556
0.025509,0.991149
0.041018,0.950549
0.056527,0.915317
0.072036,0.882923
0.087545,0.851841
0.103055,0.820895
0.118564,0.788907
0.134073,0.754325
0.149582,0.714489
0.165091,0.663256
0.180600,0.576666
0.196109,0.429874
0.211618,0.418043
0.227127,0.406631
0.242636,0.395587
0.258145,0.384869
0.273655,0.374442
0.289164,0.364275
0.304673,0.354343
0.320182,0.344624
0.335691,0.335100
0.351200,0.325753
0.366709,0.316568
0.382218,0.307534
0.397727,0.298639
0.413236,0.289872
0.428746,0.281225
0.444255,0.272690
0.459764,0.264258
0.475273,0.255924
0.490782,0.247682
0.506291,0.239526
0.521800,0.231450
0.537309,0.223452
0.552818,0.215525
0.568327,0.207667
0.583836,0.199873
0.599346,0.192142
0.614855,0.184468
0.630364,0.176851
0.645873,0.169286
0.661382,0.161772
0.676891,0.154307
0.692400,0.146887
0.707909,0.139512
0.723418,0.132179
0.738927,0.124887
0.754436,0.117634
0.769946,0.110418
