current_density_A_per_cm2,voltage_V
0.010000,1.057183
0.016048,1.036203
0.022096,1.017863
0.028144,1.001441
0.034192,0.986472
0.040240,0.972637
0.046288,0.959709
0.052336,0.947520
0.058383,0.935943
0.064431,0.924878
0.070479,0.914243
0.076527,0.903975
0.082575,0.894019
0.088623,0.884330
0.094671,0.874869
0.100719,0.865602
0.106767,0.856501
0.112815,0.847538
0.118863,0.838690
0.124911,0.829935
0.130959,0.821252
0.137007,0.812623
0.143055,0.804028
0.149102,0.795451
0.155150,0.786871
0.161198,0.778273
0.167246,0.769636
0.173294,0.760941
0.179342,0.752168
0.185390,0.743294
0.191438,0.734294
0.197486,0.725142
0.203534,0.715807
0.209582,0.706252
0.215630,0.696437
0.221678,0.686312
0.227726,0.675818
0.233774,0.664881
0.239821,0.653410
0.245869,0.641287
0.251917,0.628355
0.257965,0.614404
0.264013,0.599132
0.270061,0.582095
0.276109,0.562589
0.282157,0.539400
0.288205,0.510146
0.294253,0.469029
0.300301,0.393468
0.306349,0.364389
