current_density_A_per_cm2,voltage_V
0.010000,1.059112
0.018658,1.027773
0.027315,1.001099
0.035973,0.977421
0.044631,0.955780
0.053289,0.935568
0.061946,0.916364
0.070604,0.897855
0.079262,0.879791
0.087919,0.861959
0.096577,0.844158
0.105235,0.826188
0.113892,0.807830
0.122550,0.788822
0.131208,0.768830
0.139866,0.747387
0.148523,0.723785
0.157181,0.696845
0.165839,0.664310
0.174496,0.620851
0.183154,0.547020
0.191812,0.438706
0.200469,0.431516
0.209127,0.424473
0.217785,0.417565
0.226443,0.410783
0.235100,0.404117
0.243758,0.397560
0.252416,0.391106
0.261073,0.384747
0.269731,0.378478
0.278389,0.372293
0.287047,0.366188
0.295704,0.360159
0.304362,0.354200
0.313020,0.348309
0.321677,0.342482
0.330335,0.336716
0.338993,0.331008
0.347650,0.325354
0.356308,0.319754
0.364966,0.314203
0.373624,0.308700
0.382281,0.303243
0.390939,0.297830
0.399597,0.292458
0.408254,0.287127
0.416912,0.281835
0.425570,0.276580
0.434228,0.271361
