current_density_A_per_cm2,voltage_V
0.010000,1.045812
0.028844,0.982530
0.047688,0.933442
0.066532,0.890383
0.085375,0.849609
0.104219,0.808457
0.123063,0.763893
0.141907,0.710335
0.160751,0.629672
0.179595,0.438885
0.198439,0.423446
0.217282,0.408727
0.236126,0.394616
0.254970,0.381028
0.273814,0.367892
0.292658,0.355154
0.311502,0.342765
0.330346,0.330688
0.349189,0.318890
0.368033,0.307343
0.386877,0.296023
0.405721,0.284909
0.424565,0.273985
0.443409,0.263233
0.462253,0.252641
0.481097,0.242196
0.499940,0.231887
0.518784,0.221704
0.537628,0.211639
0.556472,0.201685
0.575316,0.191833
0.594160,0.182077
0.613004,0.172412
0.631847,0.162833
0.650691,0.153334
0.669535,0.143911
0.688379,0.134560
0.707223,0.125277
0.726067,0.116058
0.744911,0.106901
0.763754,0.097803
0.782598,0.088760
0.801442,0.079770
0.820286,0.070831
0.839130,0.061940
0.857974,0.053096
0.876818,0.050000
0.895661,0.050000
0.914505,0.050000
0.933349,0.050000
