current_density_A_per_m2,voltage_V
0.000000,1.207799
223.816758,0.000000
447.633516,0.000000
671.450275,0.000000
895.267033,0.000000
1119.083791,0.000000
1342.900549,0.000000
1566.717307,0.000000
1790.534066,0.000000
2014.350824,0.000000
2238.167582,0.000000
2461.984340,0.000000
2685.801099,0.000000
2909.617857,0.000000
3133.434615,0.000000
3357.251373,0.000000
3581.068131,0.000000
3804.884890,0.000000
4028.701648,0.000000
4252.518406,0.000000
4476.335164,0.000000
4700.151922,0.000000
4923.968681,0.000000
5147.785439,0.000000
5371.602197,0.000000
5595.418955,0.000000
5819.235713,0.000000
6043.052472,0.000000
6266.869230,0.000000
6490.685988,0.000000
6714.502746,0.000000
6938.319505,0.000000
7162.136263,0.000000
7385.953021,0.000000
7609.769779,0.000000
7833.586537,0.000000
8057.403296,0.000000
8281.220054,0.000000
8505.036812,0.000000
8728.853570,0.000000
8952.670328,0.000000
9176.487087,0.000000
9400.303845,0.000000
9624.120603,0.000000
9847.937361,0.000000
10071.754119,0.000000
10295.570878,0.000000
10519.387636,0.000000
10743.204394,0.000000
10967.021152,0.000000
11190.837911,0.000000
11414.654669,0.000000
11638.471427,0.000000
11862.288185,0.000000
12086.104943,0.000000
12309.921702,0.000000
12533.738460,0.000000
12757.555218,0.000000
12981.371976,0.000000
13205.188734,0.000000
