current_density_A_per_cm2,voltage_V
0.010000,1.041807
0.018967,1.007888
0.027934,0.978599
0.036900,0.952089
0.045867,0.927265
0.054834,0.903378
0.063801,0.879831
0.072767,0.856073
0.081734,0.831495
0.090701,0.805313
0.099668,0.776339
0.108634,0.742435
0.117601,0.698818
0.126568,0.629460
0.135535,0.477747
0.144502,0.469110
0.153468,0.460752
0.162435,0.452646
0.171402,0.444767
0.180369,0.437094
0.189335,0.429610
0.198302,0.422298
0.207269,0.415145
0.216236,0.408138
0.225203,0.401267
0.234169,0.394522
0.243136,0.387893
0.252103,0.381374
0.261070,0.374957
0.270036,0.368636
0.279003,0.362404
0.287970,0.356257
0.296937,0.350190
0.305903,0.344198
0.314870,0.338277
0.323837,0.332423
0.332804,0.326634
0.341771,0.320905
0.350737,0.315233
0.359704,0.309617
0.368671,0.304054
0.377638,0.298540
0.386604,0.293074
0.395571,0.287654
0.404538,0.282277
0.413505,0.276943
0.422471,0.271648
0.431438,0.266392
0.440405,0.261174
0.449372,0.255991
