current_density_A_per_cm2,voltage_V
0.010000,1.051822
0.030797,0.987561
0.051594,0.940111
0.072392,0.900261
0.093189,0.864382
0.113986,0.830534
0.134783,0.797390
0.155580,0.763778
0.176378,0.728334
0.197175,0.688978
0.217972,0.641514
0.238769,0.573474
0.259566,0.387598
0.280363,0.373564
0.301161,0.359987
0.321958,0.346810
0.342755,0.333986
0.363552,0.321475
0.384349,0.309245
0.405147,0.297266
0.425944,0.285516
0.446741,0.273973
0.467538,0.262620
0.488335,0.251440
0.509133,0.240419
0.529930,0.229545
0.550727,0.218808
0.571524,0.208197
0.592321,0.197704
0.613119,0.187321
0.633916,0.177041
0.654713,0.166857
0.675510,0.156763
0.696307,0.146755
0.717104,0.136827
0.737902,0.126974
0.758699,0.117194
0.779496,0.107481
0.800293,0.097833
0.821090,0.088246
0.841888,0.078717
0.862685,0.069244
0.883482,0.059824
0.904279,0.050454
0.925076,0.050000
0.945874,0.050000
0.966671,0.050000
0.987468,0.050000
1.008265,0.050000
1.029062,0.050000
