current_density_A_per_cm2,voltage_V
0.010000,1.054793
0.020351,1.018165
0.030703,0.987991
0.041054,0.961759
0.051405,0.938134
0.061756,0.916313
0.072108,0.895765
0.082459,0.876110
0.092810,0.857059
0.103161,0.838371
0.113513,0.819835
0.123864,0.801246
0.134215,0.782387
0.144566,0.763013
0.154918,0.742822
0.165269,0.721404
0.175620,0.698168
0.185971,0.672162
0.196323,0.641682
0.206674,0.603078
0.217025,0.545713
0.227376,0.404108
0.237728,0.396307
0.248079,0.388664
0.258430,0.381167
0.268781,0.373805
0.279133,0.366568
0.289484,0.359449
0.299835,0.352439
0.310186,0.345531
0.320538,0.338720
0.330889,0.331998
0.341240,0.325362
0.351591,0.318806
0.361943,0.312326
0.372294,0.305918
0.382645,0.299578
0.392996,0.293302
0.403348,0.287088
0.413699,0.280932
0.424050,0.274832
0.434402,0.268785
0.444753,0.262789
0.455104,0.256841
0.465455,0.250939
0.475807,0.245082
0.486158,0.239268
0.496509,0.233494
0.506860,0.227760
0.517212,0.222064
