current_density_A_per_m2,voltage_V
0.000000,1.206184
187.123239,0.000000
374.246479,0.000000
561.369718,0.000000
748.492958,0.000000
935.616197,0.000000
1122.739437,0.000000
1309.862676,0.000000
1496.985916,0.000000
1684.109155,0.000000
1871.232394,0.000000
2058.355634,0.000000
2245.478873,0.000000
2432.602113,0.000000
2619.725352,0.000000
2806.848592,0.000000
2993.971831,0.000000
3181.095071,0.000000
3368.218310,0.000000
3555.341550,0.000000
3742.464789,0.000000
3929.588028,0.000000
4116.711268,0.000000
4303.834507,0.000000
4490.957747,0.000000
4678.080986,0.000000
4865.204226,0.000000
5052.327465,0.000000
5239.450705,0.000000
5426.573944,0.000000
5613.697183,0.000000
5800.820423,0.000000
5987.943662,0.000000
6175.066902,0.000000
6362.190141,0.000000
6549.313381,0.000000
6736.436620,0.000000
6923.559860,0.000000
7110.683099,0.000000
7297.806339,0.000000
7484.929578,0.000000
7672.052817,0.000000
7859.176057,0.000000
8046.299296,0.000000
8233.422536,0.000000
8420.545775,0.000000
8607.669015,0.000000
8794.792254,0.000000
8981.915494,0.000000
9169.038733,0.000000
9356.161972,0.000000
9543.285212,0.000000
9730.408451,0.000000
9917.531691,0.000000
10104.654930,0.000000
10291.778170,0.000000
10478.901409,0.000000
10666.024649,0.000000
10853.147888,0.000000
11040.271128,0.000000
