current_density_A_per_cm2,voltage_V
0.010000,1.055507
0.027456,0.996218
0.044913,0.949640
0.062369,0.908776
0.079825,0.870390
0.097282,0.832311
0.114738,0.792393
0.132194,0.747455
0.149651,0.690372
0.167107,0.590955
0.184563,0.440748
0.202020,0.426107
0.219476,0.412055
0.236932,0.398509
0.254389,0.385403
0.271845,0.372682
0.289301,0.360302
0.306757,0.348225
0.324214,0.336420
0.341670,0.324859
0.359126,0.313519
0.376583,0.302382
0.394039,0.291428
0.411495,0.280644
0.428952,0.270016
0.446408,0.259531
0.463864,0.249179
0.481321,0.238951
0.498777,0.228838
0.516233,0.218833
0.533690,0.208929
0.551146,0.199119
0.568602,0.189398
0.586059,0.179761
0.603515,0.170203
0.620971,0.160719
0.638428,0.151305
0.655884,0.141958
0.673340,0.132675
0.690797,0.123452
0.708253,0.114286
0.725709,0.105175
0.743166,0.096116
0.760622,0.087107
0.778078,0.078145
0.795534,0.069229
0.812991,0.060356
0.830447,0.051525
0.847903,0.050000
0.865360,0.050000
