current_density_A_per_cm2,voltage_V
0.010000,1.069012
0.033958,0.997335
0.057915,0.946447
0.081873,0.904626
0.105831,0.867660
0.129789,0.833480
0.153746,0.800837
0.177704,0.768822
0.201662,0.736636
0.225620,0.703407
0.249577,0.667964
0.273535,0.628377
0.297493,0.580634
0.321451,0.512826
0.345408,0.335424
0.369366,0.320311
0.393324,0.305566
0.417282,0.291146
0.441239,0.277018
0.465197,0.263151
0.489155,0.249520
0.513112,0.236104
0.537070,0.222884
0.561028,0.209843
0.584986,0.196966
0.608943,0.184242
0.632901,0.171658
0.656859,0.159204
0.680817,0.146872
0.704774,0.134653
0.728732,0.122540
0.752690,0.110526
0.776648,0.098605
0.800605,0.086772
0.824563,0.075022
0.848521,0.063349
0.872479,0.051750
0.896436,0.050000
0.920394,0.050000
0.944352,0.050000
0.968309,0.050000
0.992267,0.050000
1.016225,0.050000
1.040183,0.050000
1.064140,0.050000
1.088098,0.050000
1.112056,0.050000
1.136014,0.050000
1.159971,0.050000
1.183929,0.050000
