current_density_A_per_cm2,voltage_V
0.010000,1.043110
0.029125,0.974391
0.048250,0.917482
0.067376,0.862439
0.086501,0.800948
0.105626,0.712388
0.124751,0.490052
0.143876,0.471060
0.163002,0.453352
0.182127,0.436671
0.201252,0.420832
0.220377,0.405695
0.239502,0.391152
0.258628,0.377119
0.277753,0.363528
0.296878,0.350324
0.316003,0.337462
0.335128,0.324903
0.354254,0.312617
0.373379,0.300575
0.392504,0.288754
0.411629,0.277135
0.430754,0.265700
0.449880,0.254433
0.469005,0.243322
0.488130,0.232353
0.507255,0.221518
0.526380,0.210806
0.545506,0.200208
0.564631,0.189718
0.583756,0.179328
0.602881,0.169032
0.622006,0.158824
0.641132,0.148699
0.660257,0.138653
0.679382,0.128680
0.698507,0.118778
0.717632,0.108942
0.736758,0.099169
0.755883,0.089455
0.775008,0.079799
0.794133,0.070197
0.813258,0.060646
0.832384,0.051145
0.851509,0.050000
0.870634,0.050000
0.889759,0.050000
0.908884,0.050000
0.928010,0.050000
0.947135,0.050000
