current_density_A_per_cm2,voltage_V
0.010000,1.054726
0.024636,1.008776
0.039271,0.973351
0.053907,0.943648
0.068543,0.917492
0.083178,0.893698
0.097814,0.871543
0.112449,0.850543
0.127085,0.830347
0.141721,0.810685
0.156356,0.791330
0.170992,0.772076
0.185628,0.752726
0.200263,0.733065
0.214899,0.712850
0.229534,0.691772
0.244170,0.669417
0.258806,0.645173
0.273441,0.618055
0.288077,0.586269
0.302713,0.545918
0.317348,0.485230
0.331984,0.350292
0.346619,0.341608
0.361255,0.333074
0.375891,0.324678
0.390526,0.316412
0.405162,0.308265
0.419798,0.300229
0.434433,0.292298
0.449069,0.284465
0.463704,0.276723
0.478340,0.269068
0.492976,0.261493
0.507611,0.253996
0.522247,0.246570
0.536883,0.239214
0.551518,0.231922
0.566154,0.224692
0.580789,0.217521
0.595425,0.210406
0.610061,0.203344
0.624696,0.196332
0.639332,0.189370
0.653968,0.182453
0.668603,0.175581
0.683239,0.168752
0.697874,0.161963
0.712510,0.155214
0.727146,0.148502
