current_density_A_per_cm2,voltage_V
0.010000,1.067027
0.021939,1.024761
0.033878,0.990486
0.045817,0.960825
0.057757,0.934081
0.069696,0.909264
0.081635,0.885722
0.093574,0.862982
0.105513,0.840668
0.117452,0.818441
0.129392,0.795964
0.141331,0.772859
0.153270,0.748647
0.165209,0.722657
0.177148,0.693826
0.189087,0.660226
0.201027,0.617609
0.212966,0.552607
0.224905,0.408272
0.236844,0.398696
0.248783,0.389331
0.260722,0.380159
0.272662,0.371165
0.284601,0.362333
0.296540,0.353652
0.308479,0.345110
0.320418,0.336698
0.332357,0.328406
0.344297,0.320226
0.356236,0.312152
0.368175,0.304176
0.380114,0.296292
0.392053,0.288496
0.403992,0.280782
0.415932,0.273146
0.427871,0.265583
0.439810,0.258089
0.451749,0.250662
0.463688,0.243297
0.475627,0.235992
0.487567,0.228744
0.499506,0.221549
0.511445,0.214407
0.523384,0.207314
0.535323,0.200268
0.547262,0.193267
0.559202,0.186310
0.571141,0.179394
0.583080,0.172518
0.595019,0.165681
