current_density_A_per_cm2,voltage_V
0.010000,1.062491
0.037775,0.979712
0.065549,0.921965
0.093324,0.874092
0.121099,0.830896
0.148874,0.789684
0.176648,0.748492
0.204423,0.705241
0.232198,0.656715
0.259973,0.595485
0.287747,0.488496
0.315522,0.347171
0.343297,0.329196
0.371071,0.311798
0.398846,0.294900
0.426621,0.278436
0.454396,0.262355
0.482170,0.246612
0.509945,0.231172
0.537720,0.216003
0.565494,0.201078
0.593269,0.186376
0.621044,0.171877
0.648819,0.157563
0.676593,0.143419
0.704368,0.129432
0.732143,0.115590
0.759918,0.101883
0.787692,0.088301
0.815467,0.074836
0.843242,0.061480
0.871016,0.050000
0.898791,0.050000
0.926566,0.050000
0.954341,0.050000
0.982115,0.050000
1.009890,0.050000
1.037665,0.050000
1.065440,0.050000
1.093214,0.050000
1.120989,0.050000
1.148764,0.050000
1.176538,0.050000
1.204313,0.050000
1.232088,0.050000
1.259863,0.050000
1.287637,0.050000
1.315412,0.050000
1.343187,0.050000
1.370962,0.050000
