current_density_A_per_cm2,voltage_V
0.010000,1.036802
0.037006,0.949790
0.064012,0.881688
0.091018,0.814966
0.118025,0.733163
0.145031,0.507429
0.172037,0.444103
0.199043,0.422468
0.226049,0.402269
0.253055,0.383208
0.280061,0.365069
0.307067,0.347693
0.334074,0.330959
0.361080,0.314772
0.388086,0.299058
0.415092,0.283755
0.442098,0.268814
0.469104,0.254195
0.496110,0.239861
0.523116,0.225785
0.550123,0.211941
0.577129,0.198308
0.604135,0.184867
0.631141,0.171602
0.658147,0.158498
0.685153,0.145543
0.712159,0.132726
0.739166,0.120036
0.766172,0.107466
0.793178,0.095006
0.820184,0.082649
0.847190,0.070390
0.874196,0.058221
0.901202,0.050000
0.928208,0.050000
0.955215,0.050000
0.982221,0.050000
1.009227,0.050000
1.036233,0.050000
1.063239,0.050000
1.090245,0.050000
1.117251,0.050000
1.144257,0.050000
1.171264,0.050000
1.198270,0.050000
1.225276,0.050000
1.252282,0.050000
1.279288,0.050000
1.306294,0.050000
1.333300,0.050000
