current_density_A_per_cm2,voltage_V
0.010000,1.047061
0.016499,1.020347
0.022997,0.996529
0.029496,0.974662
0.035995,0.954132
0.042494,0.934500
0.048992,0.915423
0.055491,0.896611
0.061990,0.877793
0.068488,0.858689
0.074987,0.838979
0.081486,0.818259
0.087985,0.795968
0.094483,0.771245
0.100982,0.742596
0.107481,0.706991
0.113979,0.656376
0.120478,0.548779
0.126977,0.482126
0.133476,0.475293
0.139974,0.468638
0.146473,0.462146
0.152972,0.455806
0.159470,0.449606
0.165969,0.443535
0.172468,0.437586
0.178966,0.431750
0.185465,0.426020
0.191964,0.420388
0.198463,0.414850
0.204961,0.409400
0.211460,0.404033
0.217959,0.398743
0.224457,0.393528
0.230956,0.388383
0.237455,0.383304
0.243954,0.378288
0.250452,0.373333
0.256951,0.368434
0.263450,0.363591
0.269948,0.358799
0.276447,0.354057
0.282946,0.349363
0.289445,0.344715
0.295943,0.340110
0.302442,0.335547
0.308941,0.331024
0.315439,0.326540
0.321938,0.322094
0.328437,0.317683
