current_density_A_per_cm2,voltage_V
0.010000,1.047052
0.018871,1.015994
0.027741,0.989818
0.036612,0.966777
0.045483,0.945885
0.054353,0.926522
0.063224,0.908268
0.072095,0.890822
0.080965,0.873949
0.089836,0.857460
0.098707,0.841191
0.107577,0.824989
0.116448,0.808705
0.125319,0.792180
0.134190,0.775235
0.143060,0.757651
0.151931,0.739149
0.160802,0.719340
0.169672,0.697650
0.178543,0.673153
0.187414,0.644177
0.196284,0.607156
0.205155,0.551791
0.214026,0.417331
0.222896,0.410719
0.231767,0.404233
0.240638,0.397864
0.249508,0.391605
0.258379,0.385447
0.267250,0.379386
0.276120,0.373414
0.284991,0.367528
0.293862,0.361721
0.302732,0.355989
0.311603,0.350329
0.320474,0.344736
0.329344,0.339207
0.338215,0.333739
0.347086,0.328329
0.355957,0.322974
0.364827,0.317671
0.373698,0.312419
0.382569,0.307214
0.391439,0.302055
0.400310,0.296941
0.409181,0.291868
0.418051,0.286835
0.426922,0.281841
0.435793,0.276884
0.444663,0.271963
