current_density_A_per_cm2,voltage_V
0.010000,1.056851
0.018947,1.026755
0.027895,1.001752
0.036842,0.980061
0.045790,0.960683
0.054737,0.943004
0.063685,0.926616
0.072632,0.911234
0.081580,0.896650
0.090527,0.882706
0.099474,0.869279
0.108422,0.856271
0.117369,0.843599
0.126317,0.831195
0.135264,0.818998
0.144212,0.806955
0.153159,0.795016
0.162107,0.783135
0.171054,0.771267
0.180001,0.759364
0.188949,0.747382
0.197896,0.735267
0.206844,0.722966
0.215791,0.710414
0.224739,0.697537
0.233686,0.684247
0.242633,0.670433
0.251581,0.655955
0.260528,0.640626
0.269476,0.624190
0.278423,0.606280
0.287371,0.586336
0.296318,0.563439
0.305266,0.535913
0.314213,0.500152
0.323160,0.445639
0.332108,0.347755
0.341055,0.342345
0.350003,0.336993
0.358950,0.331697
0.367898,0.326454
0.376845,0.321262
0.385793,0.316118
0.394740,0.311020
0.403687,0.305966
0.412635,0.300955
0.421582,0.295985
0.430530,0.291053
0.439477,0.286160
0.448425,0.281302
