current_density_A_per_cm2,voltage_V
0.010000,1.048997
0.013878,1.033525
0.017755,1.019291
0.021633,1.006039
0.025510,0.993578
0.029388,0.981766
0.033265,0.970491
0.037143,0.959662
0.041020,0.949208
0.044898,0.939066
0.048776,0.929184
0.052653,0.919519
0.056531,0.910031
0.060408,0.900683
0.064286,0.891444
0.068163,0.882283
0.072041,0.873170
0.075918,0.864079
0.079796,0.854980
0.083673,0.845844
0.087551,0.836643
0.091429,0.827343
0.095306,0.817910
0.099184,0.808306
0.103061,0.798485
0.106939,0.788398
0.110816,0.777984
0.114694,0.767169
0.118571,0.755862
0.122449,0.743948
0.126327,0.731275
0.130204,0.717640
0.134082,0.702758
0.137959,0.686207
0.141837,0.667332
0.145714,0.645019
0.149592,0.617132
0.153469,0.578681
0.157347,0.512158
0.161224,0.452303
0.165102,0.448764
0.168980,0.445269
0.172857,0.441815
0.176735,0.438400
0.180612,0.435024
0.184490,0.431684
0.188367,0.428380
0.192245,0.425110
0.196122,0.421872
0.200000,0.418666
