current_density_A_per_m2,voltage_V
0.000000,1.205601
173.880297,0.000000
347.760595,0.000000
521.640892,0.000000
695.521189,0.000000
869.401486,0.000000
1043.281784,0.000000
1217.162081,0.000000
1391.042378,0.000000
1564.922675,0.000000
1738.802973,0.000000
1912.683270,0.000000
2086.563567,0.000000
2260.443864,0.000000
2434.324162,0.000000
2608.204459,0.000000
2782.084756,0.000000
2955.965053,0.000000
3129.845351,0.000000
3303.725648,0.000000
3477.605945,0.000000
3651.486243,0.000000
3825.366540,0.000000
3999.246837,0.000000
4173.127134,0.000000
4347.007432,0.000000
4520.887729,0.000000
4694.768026,0.000000
4868.648323,0.000000
5042.528621,0.000000
5216.408918,0.000000
5390.289215,0.000000
5564.169512,0.000000
5738.049810,0.000000
5911.930107,0.000000
6085.810404,0.000000
6259.690701,0.000000
6433.570999,0.000000
6607.451296,0.000000
6781.331593,0.000000
6955.211891,0.000000
7129.092188,0.000000
7302.972485,0.000000
7476.852782,0.000000
7650.733080,0.000000
7824.613377,0.000000
7998.493674,0.000000
8172.373971,0.000000
8346.254269,0.000000
8520.134566,0.000000
8694.014863,0.000000
8867.895160,0.000000
9041.775458,0.000000
9215.655755,0.000000
9389.536052,0.000000
9563.416349,0.000000
9737.296647,0.000000
9911.176944,0.000000
10085.057241,0.000000
10258.937539,0.000000
