current_density_A_per_cm2,voltage_V
0.010000,1.039999
0.019759,1.002556
0.029517,0.970246
0.039276,0.940790
0.049035,0.912827
0.058794,0.885357
0.068552,0.857471
0.078311,0.828119
0.088070,0.795782
0.097828,0.757696
0.107587,0.707172
0.117346,0.615871
0.127104,0.484358
0.136863,0.474620
0.146622,0.465247
0.156381,0.456198
0.166139,0.447437
0.175898,0.438936
0.185657,0.430668
0.195415,0.422613
0.205174,0.414752
0.214933,0.407067
0.224691,0.399545
0.234450,0.392173
0.244209,0.384940
0.253968,0.377835
0.263726,0.370850
0.273485,0.363977
0.283244,0.357207
0.293002,0.350536
0.302761,0.343955
0.312520,0.337461
0.322278,0.331048
0.332037,0.324712
0.341796,0.318448
0.351555,0.312253
0.361313,0.306122
0.371072,0.300054
0.380831,0.294043
0.390589,0.288089
0.400348,0.282188
0.410107,0.276338
0.419865,0.270536
0.429624,0.264781
0.439383,0.259070
0.449142,0.253402
0.458900,0.247774
0.468659,0.242186
0.478418,0.236635
0.488176,0.231120
