current_density_A_per_cm2,voltage_V
0.010000,1.041001
0.030975,0.975218
0.051950,0.925648
0.072925,0.882865
0.093901,0.842897
0.114876,0.803181
0.135851,0.761151
0.156826,0.712751
0.177801,0.647638
0.198776,0.495881
0.219751,0.412975
0.240726,0.398243
0.261702,0.384119
0.282677,0.370518
0.303652,0.357368
0.324627,0.344613
0.345602,0.332206
0.366577,0.320108
0.387552,0.308287
0.408528,0.296715
0.429503,0.285368
0.450478,0.274226
0.471453,0.263270
0.492428,0.252485
0.513403,0.241858
0.534378,0.231376
0.555354,0.221028
0.576329,0.210805
0.597304,0.200698
0.618279,0.190700
0.639254,0.180803
0.660229,0.171001
0.681204,0.161288
0.702179,0.151659
0.723155,0.142110
0.744130,0.132635
0.765105,0.123231
0.786080,0.113894
0.807055,0.104620
0.828030,0.095407
0.849005,0.086251
0.869981,0.077150
0.890956,0.068101
0.911931,0.059102
0.932906,0.050150
0.953881,0.050000
0.974856,0.050000
0.995831,0.050000
1.016806,0.050000
1.037782,0.050000
