current_density_A_per_cm2,voltage_V
0.010000,1.057175
0.038477,0.973695
0.066954,0.914738
0.095431,0.864920
0.123908,0.818795
0.152385,0.773145
0.180862,0.724837
0.209339,0.668709
0.237816,0.589690
0.266293,0.383308
0.294770,0.363877
0.323247,0.345229
0.351724,0.327239
0.380201,0.309811
0.408678,0.292866
0.437156,0.276342
0.465633,0.260189
0.494110,0.244365
0.522587,0.228833
0.551064,0.213564
0.579541,0.198533
0.608018,0.183716
0.636495,0.169096
0.664972,0.154655
0.693449,0.140380
0.721926,0.126256
0.750403,0.112272
0.778880,0.098419
0.807357,0.084688
0.835834,0.071069
0.864311,0.057555
0.892788,0.050000
0.921265,0.050000
0.949742,0.050000
0.978219,0.050000
1.006696,0.050000
1.035173,0.050000
1.063650,0.050000
1.092127,0.050000
1.120604,0.050000
1.149081,0.050000
1.177558,0.050000
1.206035,0.050000
1.234512,0.050000
1.262990,0.050000
1.291467,0.050000
1.319944,0.050000
1.348421,0.050000
1.376898,0.050000
1.405375,0.050000
