current_density_A_per_cm2,voltage_V
0.010000,1.042466
0.033844,0.959173
0.057688,0.890326
0.081531,0.818975
0.105375,0.718983
0.129219,0.484194
0.153063,0.461076
0.176906,0.439760
0.200750,0.419833
0.224594,0.401008
0.248438,0.383080
0.272282,0.365898
0.296125,0.349342
0.319969,0.333323
0.343813,0.317767
0.367657,0.302616
0.391501,0.287821
0.415344,0.273342
0.439188,0.259146
0.463032,0.245203
0.486876,0.231490
0.510719,0.217984
0.534563,0.204669
0.558407,0.191528
0.582251,0.178546
0.606095,0.165712
0.629938,0.153014
0.653782,0.140443
0.677626,0.127989
0.701470,0.115646
0.725314,0.103405
0.749157,0.091260
0.773001,0.079206
0.796845,0.067237
0.820689,0.055348
0.844532,0.050000
0.868376,0.050000
0.892220,0.050000
0.916064,0.050000
0.939908,0.050000
0.963751,0.050000
0.987595,0.050000
1.011439,0.050000
1.035283,0.050000
1.059127,0.050000
1.082970,0.050000
1.106814,0.050000
1.130658,0.050000
1.154502,0.050000
1.178345,0.050000
