current_density_A_per_m2,voltage_V
0.000000,1.208463
238.887229,0.000000
477.774457,0.000000
716.661686,0.000000
955.548915,0.000000
1194.436143,0.000000
1433.323372,0.000000
1672.210601,0.000000
1911.097829,0.000000
2149.985058,0.000000
2388.872287,0.000000
2627.759515,0.000000
2866.646744,0.000000
3105.533973,0.000000
3344.421201,0.000000
3583.308430,0.000000
3822.195659,0.000000
4061.082887,0.000000
4299.970116,0.000000
4538.857345,0.000000
4777.744573,0.000000
5016.631802,0.000000
5255.519031,0.000000
5494.406259,0.000000
5733.293488,0.000000
5972.180717,0.000000
6211.067945,0.000000
6449.955174,0.000000
6688.842403,0.000000
6927.729631,0.000000
7166.616860,0.000000
7405.504089,0.000000
7644.391317,0.000000
7883.278546,0.000000
8122.165775,0.000000
8361.053003,0.000000
8599.940232,0.000000
8838.827461,0.000000
9077.714689,0.000000
9316.601918,0.000000
9555.489147,0.000000
9794.376375,0.000000
10033.263604,0.000000
10272.150833,0.000000
10511.038061,0.000000
10749.925290,0.000000
10988.812519,0.000000
11227.699747,0.000000
11466.586976,0.000000
11705.474205,0.000000
11944.361433,0.000000
12183.248662,0.000000
12422.135890,0.000000
12661.023119,0.000000
12899.910348,0.000000
13138.797576,0.000000
13377.684805,0.000000
13616.572034,0.000000
13855.459262,0.000000
14094.346491,0.000000
