current_density_A_per_cm2,voltage_V
0.010000,1.044040
0.023285,0.999429
0.036570,0.963547
0.049856,0.932388
0.063141,0.903999
0.076426,0.877223
0.089711,0.851251
0.102996,0.825415
0.116281,0.799057
0.129567,0.771388
0.142852,0.741287
0.156137,0.706838
0.169422,0.663977
0.182707,0.600427
0.195992,0.431422
0.209278,0.421241
0.222563,0.411372
0.235848,0.401782
0.249133,0.392444
0.262418,0.383332
0.275703,0.374426
0.288989,0.365708
0.302274,0.357162
0.315559,0.348774
0.328844,0.340532
0.342129,0.332425
0.355414,0.324443
0.368700,0.316577
0.381985,0.308821
0.395270,0.301165
0.408555,0.293606
0.421840,0.286135
0.435125,0.278748
0.448411,0.271441
0.461696,0.264209
0.474981,0.257047
0.488266,0.249952
0.501551,0.242921
0.514836,0.235950
0.528122,0.229037
0.541407,0.222178
0.554692,0.215371
0.567977,0.208614
0.581262,0.201905
0.594547,0.195240
0.607833,0.188620
0.621118,0.182041
0.634403,0.175501
0.647688,0.169001
0.660973,0.162537
