current_density_A_per_cm2,voltage_V
0.010000,1.062380
0.034632,0.987806
0.059265,0.934786
0.083897,0.890891
0.108530,0.851660
0.133162,0.814828
0.157795,0.778913
0.182427,0.742643
0.207060,0.704575
0.231692,0.662518
0.256325,0.612024
0.280957,0.539469
0.305590,0.355320
0.330222,0.339173
0.354855,0.323511
0.379487,0.308272
0.404120,0.293406
0.428752,0.278870
0.453384,0.264629
0.478017,0.250653
0.502649,0.236916
0.527282,0.223397
0.551914,0.210076
0.576547,0.196936
0.601179,0.183964
0.625812,0.171145
0.650444,0.158468
0.675077,0.145924
0.699709,0.133502
0.724342,0.121195
0.748974,0.108996
0.773607,0.096896
0.798239,0.084891
0.822872,0.072974
0.847504,0.061141
0.872137,0.050000
0.896769,0.050000
0.921401,0.050000
0.946034,0.050000
0.970666,0.050000
0.995299,0.050000
1.019931,0.050000
1.044564,0.050000
1.069196,0.050000
1.093829,0.050000
1.118461,0.050000
1.143094,0.050000
1.167726,0.050000
1.192359,0.050000
1.216991,0.050000
