current_density_A_per_cm2,voltage_V
0.010000,1.042678
0.019923,1.004794
0.029845,0.972236
0.039768,0.942653
0.049690,0.914662
0.059613,0.887270
0.069535,0.859592
0.079458,0.830644
0.089381,0.799051
0.099303,0.762414
0.109226,0.715293
0.119148,0.638134
0.129071,0.483761
0.138993,0.473866
0.148916,0.464339
0.158839,0.455139
0.168761,0.446230
0.178684,0.437582
0.188606,0.429170
0.198529,0.420972
0.208451,0.412968
0.218374,0.405143
0.228297,0.397481
0.238219,0.389970
0.248142,0.382599
0.258064,0.375357
0.267987,0.368235
0.277909,0.361226
0.287832,0.354321
0.297755,0.347514
0.307677,0.340800
0.317600,0.334172
0.327522,0.327625
0.337445,0.321156
0.347367,0.314759
0.357290,0.308431
0.367213,0.302169
0.377135,0.295968
0.387058,0.289827
0.396980,0.283742
0.406903,0.277710
0.416825,0.271729
0.426748,0.265796
0.436671,0.259911
0.446593,0.254070
0.456516,0.248271
0.466438,0.242514
0.476361,0.236796
0.486283,0.231115
0.496206,0.225471
