current_density_A_per_m2,voltage_V
0.000000,1.207426
215.337595,0.000000
430.675190,0.000000
646.012785,0.000000
861.350380,0.000000
1076.687975,0.000000
1292.025571,0.000000
1507.363166,0.000000
1722.700761,0.000000
1938.038356,0.000000
2153.375951,0.000000
2368.713546,0.000000
2584.051141,0.000000
2799.388736,0.000000
3014.726331,0.000000
3230.063926,0.000000
3445.401522,0.000000
3660.739117,0.000000
3876.076712,0.000000
4091.414307,0.000000
4306.751902,0.000000
4522.089497,0.000000
4737.427092,0.000000
4952.764687,0.000000
5168.102282,0.000000
5383.439877,0.000000
5598.777472,0.000000
5814.115068,0.000000
6029.452663,0.000000
6244.790258,0.000000
6460.127853,0.000000
6675.465448,0.000000
6890.803043,0.000000
7106.140638,0.000000
7321.478233,0.000000
7536.815828,0.000000
7752.153423,0.000000
7967.491019,0.000000
8182.828614,0.000000
8398.166209,0.000000
8613.503804,0.000000
8828.841399,0.000000
9044.178994,0.000000
9259.516589,0.000000
9474.854184,0.000000
9690.191779,0.000000
9905.529374,0.000000
10120.866970,0.000000
10336.204565,0.000000
10551.542160,0.000000
10766.879755,0.000000
10982.217350,0.000000
11197.554945,0.000000
11412.892540,0.000000
11628.230135,0.000000
11843.567730,0.000000
12058.905325,0.000000
12274.242920,0.000000
12489.580516,0.000000
12704.918111,0.000000
