current_density_A_per_cm2,voltage_V
0.010000,1.048284
0.023456,1.002851
0.036912,0.966712
0.050368,0.935664
0.063824,0.907692
0.077280,0.881638
0.090736,0.856737
0.104192,0.832412
0.117648,0.808160
0.131104,0.783474
0.144560,0.757760
0.158016,0.730206
0.171472,0.699526
0.184928,0.663318
0.198384,0.615901
0.211840,0.535818
0.225296,0.407788
0.238753,0.398024
0.252209,0.388520
0.265665,0.379251
0.279121,0.370194
0.292577,0.361331
0.306033,0.352647
0.319489,0.344126
0.332945,0.335755
0.346401,0.327525
0.359857,0.319423
0.373313,0.311442
0.386769,0.303573
0.400225,0.295810
0.413681,0.288144
0.427137,0.280571
0.440593,0.273085
0.454049,0.265681
0.467505,0.258354
0.480961,0.251100
0.494417,0.243915
0.507873,0.236796
0.521329,0.229739
0.534785,0.222742
0.548241,0.215801
0.561697,0.208914
0.575153,0.202078
0.588609,0.195291
0.602065,0.188551
0.615521,0.181856
0.628977,0.175204
0.642433,0.168593
0.655889,0.162021
0.669345,0.155488
