current_density_A_per_m2,voltage_V
0.000000,1.210162
277.493360,0.000000
554.986721,0.000000
832.480081,0.000000
1109.973442,0.000000
1387.466802,0.000000
1664.960163,0.000000
1942.453523,0.000000
2219.946883,0.000000
2497.440244,0.000000
2774.933604,0.000000
3052.426965,0.000000
3329.920325,0.000000
3607.413686,0.000000
3884.907046,0.000000
4162.400406,0.000000
4439.893767,0.000000
4717.387127,0.000000
4994.880488,0.000000
5272.373848,0.000000
5549.867208,0.000000
5827.360569,0.000000
6104.853929,0.000000
6382.347290,0.000000
6659.840650,0.000000
6937.334011,0.000000
7214.827371,0.000000
7492.320731,0.000000
7769.814092,0.000000
8047.307452,0.000000
8324.800813,0.000000
8602.294173,0.000000
8879.787534,0.000000
9157.280894,0.000000
9434.774254,0.000000
9712.267615,0.000000
9989.760975,0.000000
10267.254336,0.000000
10544.747696,0.000000
10822.241057,0.000000
11099.734417,0.000000
11377.227777,0.000000
11654.721138,0.000000
11932.214498,0.000000
12209.707859,0.000000
12487.201219,0.000000
12764.694580,0.000000
13042.187940,0.000000
13319.681300,0.000000
13597.174661,0.000000
13874.668021,0.000000
14152.161382,0.000000
14429.654742,0.000000
14707.148103,0.000000
14984.641463,0.000000
15262.134823,0.000000
15539.628184,0.000000
15817.121544,0.000000
16094.614905,0.000000
16372.108265,0.000000
