current_density_A_per_m2,voltage_V
0.000000,1.210457
284.207781,0.000000
568.415562,0.000000
852.623343,0.000000
1136.831125,0.000000
1421.038906,0.000000
1705.246687,0.000000
1989.454468,0.000000
2273.662249,0.000000
2557.870030,0.000000
2842.077811,0.000000
3126.285593,0.000000
3410.493374,0.000000
3694.701155,0.000000
3978.908936,0.000000
4263.116717,0.000000
4547.324498,0.000000
4831.532280,0.000000
5115.740061,0.000000
5399.947842,0.000000
5684.155623,0.000000
5968.363404,0.000000
6252.571185,0.000000
6536.778966,0.000000
6820.986748,0.000000
7105.194529,0.000000
7389.402310,0.000000
7673.610091,0.000000
7957.817872,0.000000
8242.025653,0.000000
8526.233434,0.000000
8810.441216,0.000000
9094.648997,0.000000
9378.856778,0.000000
9663.064559,0.000000
9947.272340,0.000000
10231.480121,0.000000
10515.687903,0.000000
10799.895684,0.000000
11084.103465,0.000000
11368.311246,0.000000
11652.519027,0.000000
11936.726808,0.000000
12220.934589,0.000000
12505.142371,0.000000
12789.350152,0.000000
13073.557933,0.000000
13357.765714,0.000000
13641.973495,0.000000
13926.181276,0.000000
14210.389057,0.000000
14494.596839,0.000000
14778.804620,0.000000
15063.012401,0.000000
15347.220182,0.000000
15631.427963,0.000000
15915.635744,0.000000
16199.843526,0.000000
16484.051307,0.000000
16768.259088,0.000000
