current_density_A_per_cm2,voltage_V
0.010000,1.051836
0.019972,1.017666
0.029945,0.989482
0.039917,0.965021
0.049890,0.943067
0.059862,0.922886
0.069835,0.903995
0.079807,0.886055
0.089780,0.868812
0.099752,0.852069
0.109725,0.835660
0.119697,0.819439
0.129670,0.803271
0.139642,0.787021
0.149615,0.770545
0.159587,0.753684
0.169560,0.736242
0.179532,0.717972
0.189505,0.698539
0.199477,0.677459
0.209450,0.653972
0.219422,0.626772
0.229395,0.593271
0.239367,0.546992
0.249340,0.460481
0.259312,0.386916
0.269285,0.380094
0.279257,0.373385
0.289230,0.366782
0.299202,0.360278
0.309175,0.353867
0.319147,0.347544
0.329120,0.341304
0.339092,0.335141
0.349065,0.329052
0.359037,0.323033
0.369010,0.317079
0.378982,0.311188
0.388955,0.305357
0.398927,0.299583
0.408900,0.293863
0.418872,0.288194
0.428845,0.282575
0.438817,0.277002
0.448790,0.271475
0.458762,0.265991
0.468735,0.260548
0.478707,0.255145
0.488680,0.249780
0.498652,0.244452
