current_density_A_per_cm2,voltage_V
0.010000,1.062951
0.021141,1.024376
0.032283,0.993072
0.043424,0.966126
0.054566,0.942045
0.065707,0.919953
0.076848,0.899287
0.087990,0.879655
0.099131,0.860769
0.110273,0.842401
0.121414,0.824361
0.132556,0.806481
0.143697,0.788599
0.154838,0.770550
0.165980,0.752152
0.177121,0.733191
0.188263,0.713396
0.199404,0.692399
0.210545,0.669666
0.221687,0.644350
0.232828,0.614966
0.243970,0.578455
0.255111,0.526617
0.266252,0.415717
0.277394,0.371316
0.288535,0.363459
0.299677,0.355729
0.310818,0.348118
0.321960,0.340617
0.333101,0.333220
0.344242,0.325920
0.355384,0.318712
0.366525,0.311589
0.377667,0.304548
0.388808,0.297583
0.399949,0.290690
0.411091,0.283867
0.422232,0.277108
0.433374,0.270412
0.444515,0.263774
0.455656,0.257193
0.466798,0.250665
0.477939,0.244188
0.489081,0.237760
0.500222,0.231379
0.511363,0.225042
0.522505,0.218749
0.533646,0.212496
0.544788,0.206283
0.555929,0.200108
