current_density_A_per_cm2,voltage_V
0.010000,1.068278
0.014025,1.053730
0.018051,1.040543
0.022076,1.028438
0.026102,1.017217
0.030127,1.006728
0.034152,0.996858
0.038178,0.987515
0.042203,0.978628
0.046229,0.970137
0.050254,0.961994
0.054279,0.954159
0.058305,0.946597
0.062330,0.939281
0.066356,0.932184
0.070381,0.925285
0.074406,0.918567
0.078432,0.912011
0.082457,0.905604
0.086482,0.899333
0.090508,0.893186
0.094533,0.887154
0.098559,0.881225
0.102584,0.875393
0.106609,0.869649
0.110635,0.863987
0.114660,0.858399
0.118686,0.852880
0.122711,0.847425
0.126736,0.842028
0.130762,0.836685
0.134787,0.831391
0.138813,0.826141
0.142838,0.820933
0.146863,0.815761
0.150889,0.810623
0.154914,0.805515
0.158940,0.800434
0.162965,0.795376
0.166990,0.790339
0.171016,0.785319
0.175041,0.780314
0.179067,0.775320
0.183092,0.770336
0.187117,0.765357
0.191143,0.760382
0.195168,0.755407
0.199194,0.750429
0.203219,0.745447
0.207244,0.740456
