current_density_A_per_cm2,voltage_V
0.010000,1.056761
0.026792,1.002209
0.043585,0.960520
0.060377,0.925308
0.077169,0.893822
0.093961,0.864573
0.110754,0.836606
0.127546,0.809208
0.144338,0.781752
0.161131,0.753573
0.177923,0.723838
0.194715,0.691295
0.211508,0.653697
0.228300,0.605946
0.245092,0.530296
0.261884,0.383525
0.278677,0.371808
0.295469,0.360395
0.312261,0.349256
0.329054,0.338363
0.345846,0.327693
0.362638,0.317227
0.379431,0.306946
0.396223,0.296835
0.413015,0.286882
0.429807,0.277074
0.446600,0.267400
0.463392,0.257850
0.480184,0.248418
0.496977,0.239093
0.513769,0.229871
0.530561,0.220744
0.547353,0.211706
0.564146,0.202753
0.580938,0.193880
0.597730,0.185082
0.614523,0.176355
0.631315,0.167695
0.648107,0.159100
0.664900,0.150565
0.681692,0.142089
0.698484,0.133667
0.715276,0.125299
0.732069,0.116980
0.748861,0.108710
0.765653,0.100485
0.782446,0.092305
0.799238,0.084166
0.816030,0.076069
0.832822,0.068010
