current_density_A_per_cm2,voltage_V
0.010000,1.041519
0.030645,0.966411
0.051289,0.904503
0.071934,0.843518
0.092578,0.771282
0.113223,0.636008
0.133867,0.474898
0.154512,0.454885
0.175156,0.436236
0.195801,0.418676
0.216445,0.402005
0.237090,0.386074
0.257734,0.370770
0.278379,0.356001
0.299023,0.341697
0.319668,0.327798
0.340313,0.314258
0.360957,0.301036
0.381602,0.288098
0.402246,0.275417
0.422891,0.262967
0.443535,0.250727
0.464180,0.238679
0.484824,0.226808
0.505469,0.215098
0.526113,0.203538
0.546758,0.192116
0.567402,0.180823
0.588047,0.169649
0.608691,0.158587
0.629336,0.147629
0.649981,0.136770
0.670625,0.126002
0.691270,0.115320
0.711914,0.104720
0.732559,0.094197
0.753203,0.083747
0.773848,0.073366
0.794492,0.063050
0.815137,0.052797
0.835781,0.050000
0.856426,0.050000
0.877070,0.050000
0.897715,0.050000
0.918359,0.050000
0.939004,0.050000
0.959649,0.050000
0.980293,0.050000
1.000938,0.050000
1.021582,0.050000
