current_density_A_per_cm2,voltage_V
0.010000,1.039312
0.023015,0.990573
0.036029,0.949378
0.049044,0.911437
0.062058,0.874153
0.075073,0.835122
0.088088,0.790870
0.101102,0.733487
0.114117,0.626160
0.127131,0.484701
0.140146,0.471853
0.153161,0.459625
0.166175,0.447928
0.179190,0.436690
0.192204,0.425852
0.205219,0.415368
0.218234,0.405198
0.231248,0.395307
0.244263,0.385668
0.257277,0.376257
0.270292,0.367052
0.283307,0.358036
0.296321,0.349192
0.309336,0.340508
0.322350,0.331969
0.335365,0.323566
0.348380,0.315289
0.361394,0.307129
0.374409,0.299078
0.387423,0.291130
0.400438,0.283277
0.413453,0.275513
0.426467,0.267834
0.439482,0.260235
0.452496,0.252711
0.465511,0.245258
0.478526,0.237873
0.491540,0.230551
0.504555,0.223290
0.517569,0.216087
0.530584,0.208939
0.543599,0.201843
0.556613,0.194797
0.569628,0.187799
0.582642,0.180846
0.595657,0.173938
0.608672,0.167071
0.621686,0.160244
0.634701,0.153456
0.647715,0.146704
