current_density_A_per_m2,voltage_V
0.000000,1.210619
287.895439,0.000000
575.790878,0.000000
863.686316,0.000000
1151.581755,0.000000
1439.477194,0.000000
1727.372633,0.000000
2015.268072,0.000000
2303.163511,0.000000
2591.058949,0.000000
2878.954388,0.000000
3166.849827,0.000000
3454.745266,0.000000
3742.640705,0.000000
4030.536143,0.000000
4318.431582,0.000000
4606.327021,0.000000
4894.222460,0.000000
5182.117899,0.000000
5470.013338,0.000000
5757.908776,0.000000
6045.804215,0.000000
6333.699654,0.000000
6621.595093,0.000000
6909.490532,0.000000
7197.385971,0.000000
7485.281409,0.000000
7773.176848,0.000000
8061.072287,0.000000
8348.967726,0.000000
8636.863165,0.000000
8924.758603,0.000000
9212.654042,0.000000
9500.549481,0.000000
9788.444920,0.000000
10076.340359,0.000000
10364.235798,0.000000
10652.131236,0.000000
10940.026675,0.000000
11227.922114,0.000000
11515.817553,0.000000
11803.712992,0.000000
12091.608430,0.000000
12379.503869,0.000000
12667.399308,0.000000
12955.294747,0.000000
13243.190186,0.000000
13531.085625,0.000000
13818.981063,0.000000
14106.876502,0.000000
14394.771941,0.000000
14682.667380,0.000000
14970.562819,0.000000
15258.458258,0.000000
15546.353696,0.000000
15834.249135,0.000000
16122.144574,0.000000
16410.040013,0.000000
16697.935452,0.000000
16985.830890,0.000000
