current_density_A_per_m2,voltage_V
0.000000,1.206176
186.927559,0.000000
373.855118,0.000000
560.782677,0.000000
747.710236,0.000000
934.637795,0.000000
1121.565354,0.000000
1308.492913,0.000000
1495.420472,0.000000
1682.348031,0.000000
1869.275591,0.000000
2056.203150,0.000000
2243.130709,0.000000
2430.058268,0.000000
2616.985827,0.000000
2803.913386,0.000000
2990.840945,0.000000
3177.768504,0.000000
3364.696063,0.000000
3551.623622,0.000000
3738.551181,0.000000
3925.478740,0.000000
4112.406299,0.000000
4299.333858,0.000000
4486.261417,0.000000
4673.188976,0.000000
4860.116535,0.000000
5047.044094,0.000000
5233.971654,0.000000
5420.899213,0.000000
5607.826772,0.000000
5794.754331,0.000000
5981.681890,0.000000
6168.609449,0.000000
6355.537008,0.000000
6542.464567,0.000000
6729.392126,0.000000
6916.319685,0.000000
7103.247244,0.000000
7290.174803,0.000000
7477.102362,0.000000
7664.029921,0.000000
7850.957480,0.000000
8037.885039,0.000000
8224.812598,0.000000
8411.740157,0.000000
8598.667716,0.000000
8785.595276,0.000000
8972.522835,0.000000
9159.450394,0.000000
9346.377953,0.000000
9533.305512,0.000000
9720.233071,0.000000
9907.160630,0.000000
10094.088189,0.000000
10281.015748,0.000000
10467.943307,0.000000
10654.870866,0.000000
10841.798425,0.000000
11028.725984,0.000000
