current_density_A_per_cm2,voltage_V
0.010000,1.055731
0.037536,0.971617
0.065072,0.911213
0.092607,0.859405
0.120143,0.810474
0.147679,0.760492
0.175215,0.704444
0.202751,0.630014
0.230287,0.423935
0.257822,0.382212
0.285358,0.362790
0.312894,0.344162
0.340430,0.326202
0.367966,0.308811
0.395502,0.291912
0.423037,0.275441
0.450573,0.259346
0.478109,0.243586
0.505645,0.228123
0.533181,0.212927
0.560717,0.197973
0.588252,0.183238
0.615788,0.168702
0.643324,0.154349
0.670860,0.140164
0.698396,0.126134
0.725932,0.112247
0.753467,0.098492
0.781003,0.084861
0.808539,0.071344
0.836075,0.057936
0.863611,0.050000
0.891147,0.050000
0.918682,0.050000
0.946218,0.050000
0.973754,0.050000
1.001290,0.050000
1.028826,0.050000
1.056362,0.050000
1.083897,0.050000
1.111433,0.050000
1.138969,0.050000
1.166505,0.050000
1.194041,0.050000
1.221577,0.050000
1.249112,0.050000
1.276648,0.050000
1.304184,0.050000
1.331720,0.050000
1.359256,0.050000
