current_density_A_per_cm2,voltage_V
0.010000,1.066325
0.016253,1.044206
0.022506,1.024983
0.028759,1.007847
0.035012,0.992287
0.041265,0.977953
0.047518,0.964600
0.053771,0.952046
0.060024,0.940154
0.066277,0.928816
0.072530,0.917949
0.078783,0.907483
0.085036,0.897363
0.091289,0.887540
0.097542,0.877976
0.103795,0.868636
0.110048,0.859491
0.116301,0.850514
0.122554,0.841682
0.128808,0.832974
0.135061,0.824372
0.141314,0.815858
0.147567,0.807415
0.153820,0.799029
0.160073,0.790684
0.166326,0.782367
0.172579,0.774063
0.178832,0.765758
0.185085,0.757438
0.191338,0.749089
0.197591,0.740696
0.203844,0.732242
0.210097,0.723712
0.216350,0.715086
0.222603,0.706344
0.228856,0.697465
0.235109,0.688423
0.241362,0.679188
0.247615,0.669729
0.253868,0.660006
0.260121,0.649972
0.266374,0.639571
0.272627,0.628734
0.278880,0.617375
0.285133,0.605383
0.291386,0.592611
0.297639,0.578862
0.303892,0.563859
0.310145,0.547196
0.316398,0.528237
