current_density_A_per_cm2,voltage_V
0.010000,1.043833
0.027249,0.978118
0.044499,0.922455
0.061748,0.867972
0.078998,0.806447
0.096247,0.715981
0.113496,0.498583
0.130746,0.480009
0.147995,0.462696
0.165245,0.446398
0.182494,0.430933
0.199743,0.416164
0.216993,0.401987
0.234242,0.388319
0.251491,0.375092
0.268741,0.362252
0.285990,0.349754
0.303240,0.337561
0.320489,0.325640
0.337738,0.313966
0.354988,0.302514
0.372237,0.291265
0.389487,0.280201
0.406736,0.269307
0.423985,0.258570
0.441235,0.247977
0.458484,0.237518
0.475734,0.227183
0.492983,0.216965
0.510232,0.206855
0.527482,0.196846
0.544731,0.186932
0.561980,0.177107
0.579230,0.167367
0.596479,0.157705
0.613729,0.148119
0.630978,0.138604
0.648227,0.129156
0.665477,0.119771
0.682726,0.110448
0.699976,0.101182
0.717225,0.091971
0.734474,0.082812
0.751724,0.073703
0.768973,0.064642
0.786223,0.055627
0.803472,0.050000
0.820721,0.050000
0.837971,0.050000
0.855220,0.050000
