current_density_A_per_m2,voltage_V
0.000000,1.207865
225.312435,0.000000
450.624871,0.000000
675.937306,0.000000
901.249741,0.000000
1126.562177,0.000000
1351.874612,0.000000
1577.187047,0.000000
1802.499483,0.000000
2027.811918,0.000000
2253.124354,0.000000
2478.436789,0.000000
2703.749224,0.000000
2929.061660,0.000000
3154.374095,0.000000
3379.686530,0.000000
3604.998966,0.000000
3830.311401,0.000000
4055.623836,0.000000
4280.936272,0.000000
4506.248707,0.000000
4731.561142,0.000000
4956.873578,0.000000
5182.186013,0.000000
5407.498448,0.000000
5632.810884,0.000000
5858.123319,0.000000
6083.435755,0.000000
6308.748190,0.000000
6534.060625,0.000000
6759.373061,0.000000
6984.685496,0.000000
7209.997931,0.000000
7435.310367,0.000000
7660.622802,0.000000
7885.935237,0.000000
8111.247673,0.000000
8336.560108,0.000000
8561.872543,0.000000
8787.184979,0.000000
9012.497414,0.000000
9237.809850,0.000000
9463.122285,0.000000
9688.434720,0.000000
9913.747156,0.000000
10139.059591,0.000000
10364.372026,0.000000
10589.684462,0.000000
10814.996897,0.000000
11040.309332,0.000000
11265.621768,0.000000
11490.934203,0.000000
11716.246638,0.000000
11941.559074,0.000000
12166.871509,0.000000
12392.183944,0.000000
12617.496380,0.000000
12842.808815,0.000000
13068.121251,0.000000
13293.433686,0.000000
