current_density_A_per_cm2,voltage_V
0.010000,1.046900
0.034513,0.968519
0.059026,0.909741
0.083539,0.857615
0.108052,0.806227
0.132565,0.749860
0.157078,0.676234
0.181591,0.485525
0.206104,0.418126
0.230616,0.399427
0.255129,0.381654
0.279642,0.364648
0.304155,0.348289
0.328668,0.332482
0.353181,0.317153
0.377694,0.302240
0.402207,0.287693
0.426720,0.273472
0.451233,0.259541
0.475746,0.245871
0.500259,0.232436
0.524772,0.219216
0.549285,0.206191
0.573798,0.193345
0.598311,0.180663
0.622823,0.168132
0.647336,0.155742
0.671849,0.143481
0.696362,0.131342
0.720875,0.119315
0.745388,0.107394
0.769901,0.095572
0.794414,0.083842
0.818927,0.072200
0.843440,0.060640
0.867953,0.050000
0.892466,0.050000
0.916979,0.050000
0.941492,0.050000
0.966005,0.050000
0.990518,0.050000
1.015030,0.050000
1.039543,0.050000
1.064056,0.050000
1.088569,0.050000
1.113082,0.050000
1.137595,0.050000
1.162108,0.050000
1.186621,0.050000
1.211134,0.050000
