current_density_A_per_cm2,voltage_V
0.010000,1.065322
0.035838,0.983659
0.061675,0.924109
0.087513,0.872875
0.113351,0.824612
0.139189,0.775729
0.165026,0.721932
0.190864,0.653883
0.216702,0.521700
0.242539,0.392942
0.268377,0.373186
0.294215,0.354220
0.320053,0.335919
0.345890,0.318185
0.371728,0.300942
0.397566,0.284125
0.423403,0.267685
0.449241,0.251578
0.475079,0.235768
0.500916,0.220226
0.526754,0.204925
0.552592,0.189843
0.578430,0.174961
0.604267,0.160262
0.630105,0.145731
0.655943,0.131355
0.681780,0.117122
0.707618,0.103022
0.733456,0.089046
0.759294,0.075185
0.785131,0.061432
0.810969,0.050000
0.836807,0.050000
0.862644,0.050000
0.888482,0.050000
0.914320,0.050000
0.940158,0.050000
0.965995,0.050000
0.991833,0.050000
1.017671,0.050000
1.043508,0.050000
1.069346,0.050000
1.095184,0.050000
1.121021,0.050000
1.146859,0.050000
1.172697,0.050000
1.198535,0.050000
1.224372,0.050000
1.250210,0.050000
1.276048,0.050000
