current_density_A_per_cm2,voltage_V
0.010000,1.055927
0.019834,1.017540
0.029667,0.984671
0.039501,0.954974
0.049335,0.927091
0.059169,0.900088
0.069002,0.873187
0.078836,0.845604
0.088670,0.816363
0.098504,0.783987
0.108337,0.745728
0.118171,0.694852
0.128005,0.602487
0.137839,0.478028
0.147672,0.467982
0.157506,0.458271
0.167340,0.448859
0.177174,0.439715
0.187007,0.430814
0.196841,0.422132
0.206675,0.413651
0.216509,0.405353
0.226342,0.397224
0.236176,0.389249
0.246010,0.381418
0.255844,0.373721
0.265677,0.366147
0.275511,0.358688
0.285345,0.351337
0.295179,0.344087
0.305012,0.336932
0.314846,0.329866
0.324680,0.322884
0.334514,0.315981
0.344347,0.309153
0.354181,0.302396
0.364015,0.295707
0.373848,0.289081
0.383682,0.282515
0.393516,0.276008
0.403350,0.269555
0.413183,0.263155
0.423017,0.256806
0.432851,0.250504
0.442685,0.244248
0.452518,0.238036
0.462352,0.231866
0.472186,0.225737
0.482020,0.219646
0.491853,0.213593
