current_density_A_per_m2,voltage_V
0.000000,1.208944
249.829644,0.000000
499.659288,0.000000
749.488932,0.000000
999.318575,0.000000
1249.148219,0.000000
1498.977863,0.000000
1748.807507,0.000000
1998.637151,0.000000
2248.466795,0.000000
2498.296439,0.000000
2748.126082,0.000000
2997.955726,0.000000
3247.785370,0.000000
3497.615014,0.000000
3747.444658,0.000000
3997.274302,0.000000
4247.103945,0.000000
4496.933589,0.000000
4746.763233,0.000000
4996.592877,0.000000
5246.422521,0.000000
5496.252165,0.000000
5746.081809,0.000000
5995.911452,0.000000
6245.741096,0.000000
6495.570740,0.000000
6745.400384,0.000000
6995.230028,0.000000
7245.059672,0.000000
7494.889316,0.000000
7744.718959,0.000000
7994.548603,0.000000
8244.378247,0.000000
8494.207891,0.000000
8744.037535,0.000000
8993.867179,0.000000
9243.696823,0.000000
9493.526466,0.000000
9743.356110,0.000000
9993.185754,0.000000
10243.015398,0.000000
10492.845042,0.000000
10742.674686,0.000000
10992.504329,0.000000
11242.333973,0.000000
11492.163617,0.000000
11741.993261,0.000000
11991.822905,0.000000
12241.652549,0.000000
12491.482193,0.000000
12741.311836,0.000000
12991.141480,0.000000
13240.971124,0.000000
13490.800768,0.000000
13740.630412,0.000000
13990.460056,0.000000
14240.289700,0.000000
14490.119343,0.000000
14739.948987,0.000000
