current_density_A_per_cm2,voltage_V
0.010000,1.042861
0.039292,0.935282
0.068584,0.836861
0.097876,0.662709
0.127168,0.480903
0.156460,0.451471
0.185752,0.424751
0.215044,0.400018
0.244336,0.376803
0.273628,0.354787
0.302920,0.333742
0.332212,0.313498
0.361504,0.293928
0.390796,0.274931
0.420088,0.256429
0.449380,0.238358
0.478672,0.220665
0.507964,0.203308
0.537256,0.186250
0.566548,0.169460
0.595840,0.152913
0.625132,0.136585
0.654424,0.120458
0.683716,0.104514
0.713008,0.088738
0.742300,0.073117
0.771592,0.057640
0.800884,0.050000
0.830176,0.050000
0.859468,0.050000
0.888760,0.050000
0.918052,0.050000
0.947344,0.050000
0.976636,0.050000
1.005927,0.050000
1.035219,0.050000
1.064511,0.050000
1.093803,0.050000
1.123095,0.050000
1.152387,0.050000
1.181679,0.050000
1.210971,0.050000
1.240263,0.050000
1.269555,0.050000
1.298847,0.050000
1.328139,0.050000
1.357431,0.050000
1.386723,0.050000
1.416015,0.050000
1.445307,0.050000
