current_density_A_per_cm2,voltage_V
0.010000,1.057036
0.020261,1.023173
0.030521,0.995579
0.040782,0.971880
0.051042,0.950819
0.061303,0.931648
0.071563,0.913885
0.081824,0.897196
0.092085,0.881342
0.102345,0.866143
0.112606,0.851457
0.122866,0.837171
0.133127,0.823188
0.143387,0.809425
0.153648,0.795810
0.163909,0.782271
0.174169,0.768743
0.184430,0.755156
0.194690,0.741441
0.204951,0.727519
0.215211,0.713303
0.225472,0.698687
0.235733,0.683544
0.245993,0.667712
0.256254,0.650974
0.266514,0.633031
0.276775,0.613446
0.287035,0.591536
0.297296,0.566139
0.307557,0.535012
0.317817,0.492825
0.328078,0.420057
0.338338,0.345213
0.348599,0.339067
0.358859,0.332995
0.369120,0.326993
0.379381,0.321056
0.389641,0.315181
0.399902,0.309367
0.410162,0.303608
0.420423,0.297903
0.430683,0.292250
0.440944,0.286646
0.451205,0.281089
0.461465,0.275576
0.471726,0.270107
0.481986,0.264678
0.492247,0.259289
0.502507,0.253939
0.512768,0.248624
